Profile,Winner,Num_Violations,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized
"[(4, 3, 1, 0, 2), (0, 4, 3, 2, 1), (2, 3, 0, 1, 4), (2, 1, 4, 0, 3), (1, 3, 0, 4, 2), (3, 2, 1, 0, 4), (4, 0, 1, 2, 3), (0, 4, 1, 2, 3), (1, 2, 3, 4, 0), (4, 2, 1, 0, 3), (4, 2, 0, 1, 3), (2, 1, 0, 3, 4), (3, 1, 4, 2, 0), (3, 4, 2, 0, 1), (3, 1, 4, 0, 2), (3, 4, 0, 2, 1), (0, 3, 1, 4, 2), (0, 3, 2, 1, 4), (4, 1, 3, 0, 2), (0, 3, 1, 2, 4)]","(0, 1, 0, 1, 1)",0,"(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","[0, 10, 11, 10, 9, 10, 0, 10, 9, 11, 9, 10, 0, 8, 7, 10, 11, 12, 0, 12, 11, 9, 13, 8, 0]","[0.0, 0.05, 0.055, 0.05, 0.045, 0.05, 0.0, 0.05, 0.045, 0.055, 0.045, 0.05, 0.0, 0.04, 0.035, 0.05, 0.055, 0.06, 0.0, 0.06, 0.055, 0.045, 0.065, 0.04, 0.0]","[10, 11, 10, 9, 10, 10, 9, 11, 9, 10, 8, 7, 10, 11, 12, 12, 11, 9, 13, 8]","[0.05, 0.055, 0.05, 0.045, 0.05, 0.05, 0.045, 0.055, 0.045, 0.05, 0.04, 0.035, 0.05, 0.055, 0.06, 0.06, 0.055, 0.045, 0.065, 0.04]","[0.10309 0.1134  0.10309 0.09278 0.10309 0.09278 0.1134  0.08247 0.07216
 0.12371]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]","[5, 1, 5, 7, 2, 2, 5, 7, 3, 3, 3, 4, 2, 6, 5, 5, 6, 3, 1, 5, 5, 4, 3, 3, 5]","[0.05, 0.01, 0.05, 0.07, 0.02, 0.02, 0.05, 0.07, 0.03, 0.03, 0.03, 0.04, 0.02, 0.06, 0.05, 0.05, 0.06, 0.03, 0.01, 0.05, 0.05, 0.04, 0.03, 0.03, 0.05]"
"[(1, 2, 3, 0, 4), (1, 4, 3, 0, 2), (0, 4, 2, 1, 3), (4, 2, 0, 1, 3), (2, 4, 3, 0, 1), (2, 1, 3, 4, 0), (1, 0, 2, 4, 3), (3, 2, 0, 1, 4), (1, 4, 0, 2, 3), (2, 4, 1, 0, 3), (4, 3, 2, 0, 1), (3, 1, 4, 0, 2), (1, 3, 0, 2, 4), (2, 3, 0, 1, 4), (0, 4, 3, 2, 1), (2, 1, 4, 0, 3), (0, 2, 4, 3, 1), (4, 1, 0, 3, 2), (0, 2, 4, 3, 1), (4, 3, 2, 0, 1)]","(0, 1, 1, 0, 1)",0,"(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","[0, 10, 10, 10, 9, 10, 0, 7, 11, 10, 10, 13, 0, 12, 11, 10, 9, 8, 0, 6, 11, 10, 9, 14, 0]","[0.0, 0.05, 0.05, 0.05, 0.045, 0.05, 0.0, 0.035, 0.055, 0.05, 0.05, 0.065, 0.0, 0.06, 0.055, 0.05, 0.045, 0.04, 0.0, 0.03, 0.055, 0.05, 0.045, 0.07, 0.0]","[10, 10, 10, 9, 10, 7, 11, 10, 10, 13, 12, 11, 10, 9, 8, 6, 11, 10, 9, 14]","[0.05, 0.05, 0.05, 0.045, 0.05, 0.035, 0.055, 0.05, 0.05, 0.065, 0.06, 0.055, 0.05, 0.045, 0.04, 0.03, 0.055, 0.05, 0.045, 0.07]","[0.10417 0.10417 0.10417 0.09375 0.07292 0.11458 0.10417 0.125   0.11458
 0.0625 ]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[4, 1, 6, 8, 1, 5, 4, 1, 4, 6, 5, 5, 4, 3, 3, 2, 4, 5, 3, 6, 4, 6, 4, 2, 4]","[0.04, 0.01, 0.06, 0.08, 0.01, 0.05, 0.04, 0.01, 0.04, 0.06, 0.05, 0.05, 0.04, 0.03, 0.03, 0.02, 0.04, 0.05, 0.03, 0.06, 0.04, 0.06, 0.04, 0.02, 0.04]"
"[(3, 1, 0, 4, 2), (2, 4, 1, 3, 0), (0, 3, 4, 2, 1), (4, 3, 0, 1, 2), (1, 4, 0, 2, 3), (3, 2, 4, 1, 0), (0, 3, 4, 2, 1), (0, 3, 1, 4, 2), (0, 2, 1, 3, 4), (2, 0, 3, 1, 4), (0, 4, 3, 2, 1), (3, 2, 1, 4, 0), (2, 0, 1, 4, 3), (2, 1, 4, 0, 3), (4, 2, 0, 1, 3), (0, 3, 1, 4, 2), (1, 3, 4, 0, 2), (1, 3, 2, 4, 0), (1, 2, 3, 4, 0), (0, 1, 2, 3, 4)]","(1, 0, 1, 1, 0)",0,"(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(1, 0, 1, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","[0, 11, 11, 12, 10, 9, 0, 9, 10, 13, 9, 11, 0, 9, 10, 8, 10, 11, 0, 13, 10, 7, 10, 7, 0]","[0.0, 0.055, 0.055, 0.06, 0.05, 0.045, 0.0, 0.045, 0.05, 0.065, 0.045, 0.055, 0.0, 0.045, 0.05, 0.04, 0.05, 0.055, 0.0, 0.065, 0.05, 0.035, 0.05, 0.035, 0.0]","[11, 11, 12, 10, 9, 9, 10, 13, 9, 11, 9, 10, 8, 10, 11, 13, 10, 7, 10, 7]","[0.055, 0.055, 0.06, 0.05, 0.045, 0.045, 0.05, 0.065, 0.045, 0.055, 0.045, 0.05, 0.04, 0.05, 0.055, 0.065, 0.05, 0.035, 0.05, 0.035]","[0.10185 0.10185 0.11111 0.09259 0.08333 0.09259 0.12037 0.08333 0.09259
 0.12037]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[7, 2, 4, 2, 5, 4, 3, 6, 4, 3, 4, 5, 2, 4, 5, 3, 7, 3, 3, 4, 2, 3, 5, 7, 3]","[0.07, 0.02, 0.04, 0.02, 0.05, 0.04, 0.03, 0.06, 0.04, 0.03, 0.04, 0.05, 0.02, 0.04, 0.05, 0.03, 0.07, 0.03, 0.03, 0.04, 0.02, 0.03, 0.05, 0.07, 0.03]"
"[(4, 3, 2, 1, 0), (4, 1, 3, 0, 2), (4, 0, 2, 1, 3), (3, 4, 2, 1, 0), (4, 0, 3, 2, 1), (1, 3, 4, 0, 2), (1, 2, 3, 0, 4), (0, 3, 2, 1, 4), (1, 0, 3, 4, 2), (3, 0, 2, 1, 4), (3, 1, 0, 4, 2), (4, 3, 1, 2, 0), (2, 3, 0, 1, 4), (2, 4, 1, 0, 3), (2, 4, 3, 0, 1), (3, 1, 0, 2, 4), (3, 4, 0, 1, 2), (3, 1, 4, 0, 2), (2, 4, 0, 3, 1), (3, 1, 4, 2, 0)]","(0, 1, 0, 1, 1)",0,"(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","[0, 8, 11, 6, 7, 12, 0, 10, 6, 10, 9, 10, 0, 6, 8, 14, 14, 14, 0, 12, 13, 10, 12, 8, 0]","[0.0, 0.04, 0.055, 0.03, 0.035, 0.06, 0.0, 0.05, 0.03, 0.05, 0.045, 0.05, 0.0, 0.03, 0.04, 0.07, 0.07, 0.07, 0.0, 0.06, 0.065, 0.05, 0.06, 0.04, 0.0]","[8, 11, 6, 7, 12, 10, 6, 10, 9, 10, 6, 8, 14, 14, 14, 12, 13, 10, 12, 8]","[0.04, 0.055, 0.03, 0.035, 0.06, 0.05, 0.03, 0.05, 0.045, 0.05, 0.03, 0.04, 0.07, 0.07, 0.07, 0.06, 0.065, 0.05, 0.06, 0.04]","[0.09524 0.13095 0.07143 0.08333 0.11905 0.07143 0.11905 0.07143 0.09524
 0.14286]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 4, 5, 6, 4, 3, 5, 2, 7, 3, 4, 1, 5, 4, 6, 7, 5, 5, 1, 2, 5, 5, 3, 2, 5]","[0.01, 0.04, 0.05, 0.06, 0.04, 0.03, 0.05, 0.02, 0.07, 0.03, 0.04, 0.01, 0.05, 0.04, 0.06, 0.07, 0.05, 0.05, 0.01, 0.02, 0.05, 0.05, 0.03, 0.02, 0.05]"
"[(1, 0, 2, 4, 3), (0, 1, 4, 3, 2), (1, 4, 2, 0, 3), (0, 1, 4, 2, 3), (3, 0, 2, 4, 1), (4, 0, 2, 1, 3), (4, 2, 3, 0, 1), (4, 0, 2, 1, 3), (1, 3, 0, 2, 4), (4, 1, 3, 2, 0), (3, 2, 1, 4, 0), (4, 2, 1, 3, 0), (2, 0, 1, 4, 3), (0, 4, 1, 2, 3), (1, 3, 2, 4, 0), (1, 2, 3, 4, 0), (2, 4, 0, 3, 1), (1, 0, 2, 4, 3), (1, 0, 3, 4, 2), (0, 1, 4, 2, 3)]","(1, 1, 0, 0, 1)",0,"(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","[0, 10, 11, 12, 10, 10, 0, 12, 16, 12, 9, 8, 0, 13, 9, 8, 4, 7, 0, 6, 10, 8, 11, 14, 0]","[0.0, 0.05, 0.055, 0.06, 0.05, 0.05, 0.0, 0.06, 0.08, 0.06, 0.045, 0.04, 0.0, 0.065, 0.045, 0.04, 0.02, 0.035, 0.0, 0.03, 0.05, 0.04, 0.055, 0.07, 0.0]","[10, 11, 12, 10, 10, 12, 16, 12, 9, 8, 13, 9, 8, 4, 7, 6, 10, 8, 11, 14]","[0.05, 0.055, 0.06, 0.05, 0.05, 0.06, 0.08, 0.06, 0.045, 0.04, 0.065, 0.045, 0.04, 0.02, 0.035, 0.03, 0.05, 0.04, 0.055, 0.07]","[0.09009 0.0991  0.10811 0.09009 0.10811 0.14414 0.10811 0.11712 0.08108
 0.05405]","[0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 0]","[4, 7, 2, 2, 5, 7, 4, 4, 2, 3, 2, 4, 7, 5, 2, 2, 2, 4, 3, 9, 5, 3, 3, 8, 1]","[0.04, 0.07, 0.02, 0.02, 0.05, 0.07, 0.04, 0.04, 0.02, 0.03, 0.02, 0.04, 0.07, 0.05, 0.02, 0.02, 0.02, 0.04, 0.03, 0.09, 0.05, 0.03, 0.03, 0.08, 0.01]"
"[(3, 4, 0, 2, 1), (0, 1, 3, 4, 2), (4, 3, 0, 1, 2), (0, 1, 3, 4, 2), (4, 1, 0, 2, 3), (3, 4, 2, 1, 0), (2, 3, 1, 0, 4), (4, 1, 0, 2, 3), (1, 4, 2, 0, 3), (1, 2, 3, 4, 0), (4, 1, 0, 2, 3), (4, 0, 3, 1, 2), (1, 0, 4, 2, 3), (4, 0, 3, 2, 1), (3, 4, 2, 1, 0), (1, 0, 3, 4, 2), (3, 2, 0, 4, 1), (4, 2, 1, 3, 0), (2, 3, 0, 1, 4), (3, 2, 1, 4, 0)]","(0, 1, 0, 1, 1)",0,"(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","[0, 8, 11, 10, 7, 12, 0, 11, 10, 9, 9, 9, 0, 9, 5, 10, 10, 11, 0, 11, 13, 11, 15, 9, 0]","[0.0, 0.04, 0.055, 0.05, 0.035, 0.06, 0.0, 0.055, 0.05, 0.045, 0.045, 0.045, 0.0, 0.045, 0.025, 0.05, 0.05, 0.055, 0.0, 0.055, 0.065, 0.055, 0.075, 0.045, 0.0]","[8, 11, 10, 7, 12, 11, 10, 9, 9, 9, 9, 5, 10, 10, 11, 11, 13, 11, 15, 9]","[0.04, 0.055, 0.05, 0.035, 0.06, 0.055, 0.05, 0.045, 0.045, 0.045, 0.045, 0.025, 0.05, 0.05, 0.055, 0.055, 0.065, 0.055, 0.075, 0.045]","[0.08791 0.12088 0.10989 0.07692 0.12088 0.10989 0.0989  0.0989  0.05495
 0.12088]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 1]","[2, 4, 7, 2, 5, 4, 5, 3, 5, 3, 2, 4, 3, 6, 5, 5, 3, 6, 1, 5, 7, 4, 1, 6, 2]","[0.02, 0.04, 0.07, 0.02, 0.05, 0.04, 0.05, 0.03, 0.05, 0.03, 0.02, 0.04, 0.03, 0.06, 0.05, 0.05, 0.03, 0.06, 0.01, 0.05, 0.07, 0.04, 0.01, 0.06, 0.02]"
"[(2, 4, 0, 1, 3), (2, 1, 3, 0, 4), (1, 3, 0, 2, 4), (4, 2, 1, 3, 0), (2, 4, 3, 1, 0), (0, 2, 4, 1, 3), (3, 4, 0, 1, 2), (4, 0, 2, 3, 1), (1, 3, 2, 0, 4), (0, 1, 4, 2, 3), (2, 3, 0, 4, 1), (0, 4, 2, 3, 1), (4, 2, 0, 3, 1), (1, 3, 2, 0, 4), (3, 2, 4, 1, 0), (0, 3, 4, 2, 1), (0, 1, 3, 4, 2), (1, 4, 3, 2, 0), (1, 4, 2, 0, 3), (4, 3, 2, 0, 1)]","(0, 0, 1, 1, 1)",0,"(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","[0, 11, 8, 9, 10, 9, 0, 8, 11, 8, 12, 12, 0, 11, 9, 11, 9, 9, 0, 9, 10, 12, 11, 11, 0]","[0.0, 0.055, 0.04, 0.045, 0.05, 0.045, 0.0, 0.04, 0.055, 0.04, 0.06, 0.06, 0.0, 0.055, 0.045, 0.055, 0.045, 0.045, 0.0, 0.045, 0.05, 0.06, 0.055, 0.055, 0.0]","[11, 8, 9, 10, 9, 8, 11, 8, 12, 12, 11, 9, 11, 9, 9, 9, 10, 12, 11, 11]","[0.055, 0.04, 0.045, 0.05, 0.045, 0.04, 0.055, 0.04, 0.06, 0.06, 0.055, 0.045, 0.055, 0.045, 0.045, 0.045, 0.05, 0.06, 0.055, 0.055]","[0.11702 0.08511 0.09574 0.10638 0.08511 0.11702 0.08511 0.11702 0.09574
 0.09574]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[5, 1, 5, 5, 4, 5, 3, 1, 5, 6, 4, 4, 6, 4, 2, 2, 6, 4, 4, 4, 4, 6, 4, 2, 4]","[0.05, 0.01, 0.05, 0.05, 0.04, 0.05, 0.03, 0.01, 0.05, 0.06, 0.04, 0.04, 0.06, 0.04, 0.02, 0.02, 0.06, 0.04, 0.04, 0.04, 0.04, 0.06, 0.04, 0.02, 0.04]"
"[(3, 1, 2, 4, 0), (4, 1, 0, 3, 2), (1, 4, 2, 3, 0), (2, 1, 0, 4, 3), (3, 4, 2, 0, 1), (4, 0, 2, 1, 3), (1, 0, 4, 3, 2), (0, 4, 3, 2, 1), (4, 0, 3, 1, 2), (0, 1, 4, 2, 3), (0, 3, 2, 4, 1), (3, 0, 1, 2, 4), (3, 2, 0, 1, 4), (0, 3, 1, 2, 4), (0, 2, 4, 3, 1), (2, 0, 3, 4, 1), (3, 1, 2, 0, 4), (4, 2, 3, 1, 0), (1, 2, 4, 0, 3), (3, 2, 4, 0, 1)]","(0, 0, 1, 1, 1)",0,"(1, 0, 1, 1, 0)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","[0, 12, 10, 12, 11, 8, 0, 10, 7, 10, 10, 10, 0, 8, 11, 8, 13, 12, 0, 9, 9, 10, 9, 11, 0]","[0.0, 0.06, 0.05, 0.06, 0.055, 0.04, 0.0, 0.05, 0.035, 0.05, 0.05, 0.05, 0.0, 0.04, 0.055, 0.04, 0.065, 0.06, 0.0, 0.045, 0.045, 0.05, 0.045, 0.055, 0.0]","[12, 10, 12, 11, 8, 10, 7, 10, 10, 10, 8, 11, 8, 13, 12, 9, 9, 10, 9, 11]","[0.06, 0.05, 0.06, 0.055, 0.04, 0.05, 0.035, 0.05, 0.05, 0.05, 0.04, 0.055, 0.04, 0.065, 0.06, 0.045, 0.045, 0.05, 0.045, 0.055]",[0.12 0.1  0.12 0.11 0.1  0.07 0.1  0.08 0.11 0.09],"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 0, 1, 0]","[5, 5, 3, 4, 3, 3, 5, 2, 4, 6, 2, 5, 6, 4, 3, 6, 2, 4, 4, 4, 4, 3, 5, 4, 4]","[0.05, 0.05, 0.03, 0.04, 0.03, 0.03, 0.05, 0.02, 0.04, 0.06, 0.02, 0.05, 0.06, 0.04, 0.03, 0.06, 0.02, 0.04, 0.04, 0.04, 0.04, 0.03, 0.05, 0.04, 0.04]"
"[(2, 4, 3, 1, 0), (0, 3, 2, 1, 4), (1, 4, 2, 3, 0), (1, 2, 4, 3, 0), (1, 2, 3, 0, 4), (2, 1, 4, 3, 0), (3, 4, 1, 0, 2), (1, 2, 3, 0, 4), (1, 0, 3, 4, 2), (4, 1, 2, 0, 3), (3, 1, 2, 4, 0), (2, 0, 3, 4, 1), (0, 3, 2, 1, 4), (0, 4, 1, 3, 2), (0, 3, 2, 4, 1), (2, 0, 4, 3, 1), (1, 4, 3, 2, 0), (4, 2, 0, 1, 3), (0, 2, 3, 1, 4), (4, 2, 1, 0, 3)]","(0, 1, 1, 0, 1)",0,"(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","[0, 8, 7, 11, 10, 12, 0, 10, 11, 11, 13, 10, 0, 12, 12, 9, 9, 8, 0, 10, 10, 9, 8, 10, 0]","[0.0, 0.04, 0.035, 0.055, 0.05, 0.06, 0.0, 0.05, 0.055, 0.055, 0.065, 0.05, 0.0, 0.06, 0.06, 0.045, 0.045, 0.04, 0.0, 0.05, 0.05, 0.045, 0.04, 0.05, 0.0]","[8, 7, 11, 10, 12, 10, 11, 11, 13, 10, 12, 12, 9, 9, 8, 10, 10, 9, 8, 10]","[0.04, 0.035, 0.055, 0.05, 0.06, 0.05, 0.055, 0.055, 0.065, 0.05, 0.06, 0.06, 0.045, 0.045, 0.04, 0.05, 0.05, 0.045, 0.04, 0.05]","[0.07843 0.06863 0.10784 0.09804 0.09804 0.10784 0.10784 0.11765 0.11765
 0.09804]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 1, 1, 1, 1, 0]","[5, 3, 1, 5, 6, 6, 3, 3, 5, 3, 4, 6, 6, 1, 3, 2, 3, 7, 5, 3, 3, 5, 3, 4, 5]","[0.05, 0.03, 0.01, 0.05, 0.06, 0.06, 0.03, 0.03, 0.05, 0.03, 0.04, 0.06, 0.06, 0.01, 0.03, 0.02, 0.03, 0.07, 0.05, 0.03, 0.03, 0.05, 0.03, 0.04, 0.05]"
"[(0, 1, 4, 2, 3), (1, 4, 3, 0, 2), (2, 1, 0, 3, 4), (3, 0, 1, 4, 2), (1, 0, 4, 2, 3), (3, 0, 4, 1, 2), (3, 0, 2, 4, 1), (3, 2, 4, 1, 0), (2, 1, 3, 0, 4), (2, 4, 0, 3, 1), (0, 4, 3, 2, 1), (4, 1, 3, 0, 2), (2, 0, 4, 3, 1), (1, 2, 3, 4, 0), (0, 4, 3, 2, 1), (3, 4, 1, 2, 0), (4, 0, 1, 3, 2), (2, 0, 1, 4, 3), (3, 0, 2, 1, 4), (2, 4, 3, 1, 0)]","(0, 0, 1, 1, 1)",1,"(1, 0, 0, 1, 1)","(1, 0, 1, 1, 0)","(0, 1, 1, 1, 0)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","[0, 11, 11, 9, 12, 9, 0, 9, 9, 9, 9, 11, 0, 9, 10, 11, 11, 11, 0, 9, 8, 11, 10, 11, 0]","[0.0, 0.055, 0.055, 0.045, 0.06, 0.045, 0.0, 0.045, 0.045, 0.045, 0.045, 0.055, 0.0, 0.045, 0.05, 0.055, 0.055, 0.055, 0.0, 0.045, 0.04, 0.055, 0.05, 0.055, 0.0]","[11, 11, 9, 12, 9, 9, 9, 9, 9, 11, 9, 10, 11, 11, 11, 9, 8, 11, 10, 11]","[0.055, 0.055, 0.045, 0.06, 0.045, 0.045, 0.045, 0.045, 0.045, 0.055, 0.045, 0.05, 0.055, 0.055, 0.055, 0.045, 0.04, 0.055, 0.05, 0.055]","[0.11224 0.11224 0.09184 0.12245 0.09184 0.09184 0.09184 0.09184 0.10204
 0.09184]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[3, 8, 2, 3, 4, 3, 4, 4, 4, 5, 6, 2, 2, 5, 5, 6, 0, 7, 4, 3, 2, 6, 5, 4, 3]","[0.03, 0.08, 0.02, 0.03, 0.04, 0.03, 0.04, 0.04, 0.04, 0.05, 0.06, 0.02, 0.02, 0.05, 0.05, 0.06, 0.0, 0.07, 0.04, 0.03, 0.02, 0.06, 0.05, 0.04, 0.03]"
