Profile,Winner,Num_Violations,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner
"[(3, 0, 4, 2, 1), (3, 0, 2, 4, 1), (3, 4, 0, 2, 1), (3, 0, 4, 2, 1), (0, 3, 4, 2, 1), (0, 3, 4, 2, 1), (2, 3, 0, 1, 4), (3, 0, 4, 2, 1), (3, 0, 4, 2, 1), (3, 4, 0, 2, 1)]","(1, 0, 0, 1, 1)",0,"[0, 10, 9, 2, 8, 0, 0, 0, 0, 1, 1, 10, 0, 1, 2, 8, 10, 9, 0, 10, 2, 9, 8, 0, 0]","[0.0, 0.1, 0.09, 0.02, 0.08, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.1, 0.0, 0.01, 0.02, 0.08, 0.1, 0.09, 0.0, 0.1, 0.02, 0.09, 0.08, 0.0, 0.0]","[10, 9, 2, 8, 0, 0, 0, 1, 1, 10, 1, 2, 8, 10, 9, 10, 2, 9, 8, 0]","[0.1, 0.09, 0.02, 0.08, 0.0, 0.0, 0.0, 0.01, 0.01, 0.1, 0.01, 0.02, 0.08, 0.1, 0.09, 0.1, 0.02, 0.09, 0.08, 0.0]","[0.23256 0.2093  0.04651 0.18605 0.      0.      0.02326 0.02326 0.04651
 0.23256]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 1]","[2, 5, 3, 0, 0, 0, 0, 0, 1, 9, 1, 0, 1, 8, 0, 7, 3, 0, 0, 0, 0, 2, 6, 1, 1]","[0.04, 0.1, 0.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.18, 0.02, 0.0, 0.02, 0.16, 0.0, 0.14, 0.06, 0.0, 0.0, 0.0, 0.0, 0.04, 0.12, 0.02, 0.02]","(1, 0, 0, 1, 1)","(1, 0, 1, 1, 0)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 1, 0, 0)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)"
"[(0, 4, 3, 1, 2), (4, 3, 2, 1, 0), (4, 0, 3, 1, 2), (0, 2, 3, 4, 1), (4, 3, 2, 0, 1), (4, 0, 2, 3, 1), (2, 4, 1, 0, 3), (0, 2, 4, 3, 1), (4, 0, 3, 2, 1), (0, 4, 2, 1, 3)]","(1, 0, 1, 0, 1)",0,"[0, 8, 7, 8, 4, 2, 0, 2, 2, 0, 3, 8, 0, 5, 3, 2, 8, 5, 0, 1, 6, 10, 7, 9, 0]","[0.0, 0.08, 0.07, 0.08, 0.04, 0.02, 0.0, 0.02, 0.02, 0.0, 0.03, 0.08, 0.0, 0.05, 0.03, 0.02, 0.08, 0.05, 0.0, 0.01, 0.06, 0.1, 0.07, 0.09, 0.0]","[8, 7, 8, 4, 2, 2, 2, 0, 3, 8, 5, 3, 2, 8, 5, 1, 6, 10, 7, 9]","[0.08, 0.07, 0.08, 0.04, 0.02, 0.02, 0.02, 0.0, 0.03, 0.08, 0.05, 0.03, 0.02, 0.08, 0.05, 0.01, 0.06, 0.1, 0.07, 0.09]",[0.2   0.175 0.2   0.1   0.05  0.05  0.    0.125 0.075 0.025],"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","[4, 3, 0, 2, 1, 0, 0, 1, 4, 5, 1, 2, 4, 1, 2, 0, 2, 4, 2, 2, 5, 3, 1, 1, 0]","[0.08, 0.06, 0.0, 0.04, 0.02, 0.0, 0.0, 0.02, 0.08, 0.1, 0.02, 0.04, 0.08, 0.02, 0.04, 0.0, 0.04, 0.08, 0.04, 0.04, 0.1, 0.06, 0.02, 0.02, 0.0]","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)"
"[(2, 1, 0, 3, 4), (0, 2, 3, 4, 1), (1, 2, 3, 0, 4), (2, 0, 1, 3, 4), (2, 0, 1, 3, 4), (1, 2, 3, 0, 4), (2, 0, 1, 3, 4), (2, 1, 0, 3, 4), (1, 0, 3, 2, 4), (2, 0, 1, 3, 4)]","(1, 1, 1, 0, 0)",0,"[0, 5, 2, 8, 10, 5, 0, 3, 9, 9, 8, 7, 0, 9, 10, 2, 1, 1, 0, 10, 0, 1, 0, 0, 0]","[0.0, 0.05, 0.02, 0.08, 0.1, 0.05, 0.0, 0.03, 0.09, 0.09, 0.08, 0.07, 0.0, 0.09, 0.1, 0.02, 0.01, 0.01, 0.0, 0.1, 0.0, 0.01, 0.0, 0.0, 0.0]","[5, 2, 8, 10, 5, 3, 9, 9, 8, 7, 9, 10, 2, 1, 1, 10, 0, 1, 0, 0]","[0.05, 0.02, 0.08, 0.1, 0.05, 0.03, 0.09, 0.09, 0.08, 0.07, 0.09, 0.1, 0.02, 0.01, 0.01, 0.1, 0.0, 0.01, 0.0, 0.0]","[0.06667 0.02667 0.10667 0.13333 0.04    0.12    0.12    0.12    0.13333
 0.13333]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[1, 5, 2, 2, 0, 3, 2, 4, 0, 1, 6, 3, 0, 1, 0, 0, 0, 4, 6, 0, 0, 0, 0, 1, 9]","[0.02, 0.1, 0.04, 0.04, 0.0, 0.06, 0.04, 0.08, 0.0, 0.02, 0.12, 0.06, 0.0, 0.02, 0.0, 0.0, 0.0, 0.08, 0.12, 0.0, 0.0, 0.0, 0.0, 0.02, 0.18]","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)"
"[(2, 4, 1, 0, 3), (4, 2, 1, 0, 3), (2, 4, 0, 1, 3), (2, 4, 1, 0, 3), (2, 4, 0, 1, 3), (2, 4, 1, 0, 3), (2, 1, 4, 3, 0), (2, 4, 1, 0, 3), (2, 4, 1, 0, 3), (2, 4, 0, 1, 3)]","(0, 1, 1, 0, 1)",0,"[0, 3, 0, 9, 0, 7, 0, 0, 10, 1, 10, 10, 0, 10, 9, 1, 0, 0, 0, 0, 10, 9, 1, 10, 0]","[0.0, 0.03, 0.0, 0.09, 0.0, 0.07, 0.0, 0.0, 0.1, 0.01, 0.1, 0.1, 0.0, 0.1, 0.09, 0.01, 0.0, 0.0, 0.0, 0.0, 0.1, 0.09, 0.01, 0.1, 0.0]","[3, 0, 9, 0, 7, 0, 10, 1, 10, 10, 10, 9, 1, 0, 0, 0, 10, 9, 1, 10]","[0.03, 0.0, 0.09, 0.0, 0.07, 0.0, 0.1, 0.01, 0.1, 0.1, 0.1, 0.09, 0.01, 0.0, 0.0, 0.0, 0.1, 0.09, 0.01, 0.1]","[0.07143 0.      0.21429 0.      0.      0.2381  0.02381 0.2381  0.21429
 0.     ]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 3, 6, 1, 0, 1, 6, 3, 0, 9, 1, 0, 0, 0, 0, 0, 0, 1, 9, 1, 8, 1, 0, 0]","[0.0, 0.0, 0.06, 0.12, 0.02, 0.0, 0.02, 0.12, 0.06, 0.0, 0.18, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.18, 0.02, 0.16, 0.02, 0.0, 0.0]","(0, 1, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 1, 1, 0, 1)","(0, 1, 1, 0, 1)","(0, 0, 1, 1, 1)"
"[(1, 0, 4, 2, 3), (3, 1, 2, 0, 4), (1, 0, 3, 4, 2), (1, 3, 2, 4, 0), (1, 0, 4, 3, 2), (2, 3, 0, 1, 4), (3, 0, 1, 4, 2), (1, 0, 2, 3, 4), (2, 3, 1, 0, 4), (4, 0, 1, 3, 2)]","(1, 1, 0, 1, 0)",0,"[0, 3, 6, 5, 8, 7, 0, 8, 6, 9, 4, 2, 0, 4, 5, 5, 4, 6, 0, 7, 2, 1, 5, 3, 0]","[0.0, 0.03, 0.06, 0.05, 0.08, 0.07, 0.0, 0.08, 0.06, 0.09, 0.04, 0.02, 0.0, 0.04, 0.05, 0.05, 0.04, 0.06, 0.0, 0.07, 0.02, 0.01, 0.05, 0.03, 0.0]","[3, 6, 5, 8, 7, 8, 6, 9, 4, 2, 4, 5, 5, 4, 6, 7, 2, 1, 5, 3]","[0.03, 0.06, 0.05, 0.08, 0.07, 0.08, 0.06, 0.09, 0.04, 0.02, 0.04, 0.05, 0.05, 0.04, 0.06, 0.07, 0.02, 0.01, 0.05, 0.03]","[0.04918 0.09836 0.08197 0.13115 0.13115 0.09836 0.14754 0.06557 0.08197
 0.11475]","[0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 1]","[0, 6, 1, 2, 1, 5, 1, 3, 1, 0, 2, 0, 3, 1, 4, 2, 3, 1, 3, 1, 1, 0, 2, 3, 4]","[0.0, 0.12, 0.02, 0.04, 0.02, 0.1, 0.02, 0.06, 0.02, 0.0, 0.04, 0.0, 0.06, 0.02, 0.08, 0.04, 0.06, 0.02, 0.06, 0.02, 0.02, 0.0, 0.04, 0.06, 0.08]","(1, 1, 0, 1, 0)","(0, 1, 1, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 0, 1, 0)"
"[(3, 0, 4, 2, 1), (4, 3, 2, 0, 1), (3, 0, 4, 2, 1), (3, 4, 2, 0, 1), (3, 0, 4, 1, 2), (0, 3, 4, 2, 1), (3, 0, 4, 2, 1), (0, 4, 3, 2, 1), (3, 2, 0, 4, 1), (3, 0, 4, 2, 1)]","(1, 0, 0, 1, 1)",0,"[0, 10, 7, 2, 8, 0, 0, 1, 0, 0, 3, 9, 0, 0, 1, 8, 10, 10, 0, 8, 2, 10, 9, 2, 0]","[0.0, 0.1, 0.07, 0.02, 0.08, 0.0, 0.0, 0.01, 0.0, 0.0, 0.03, 0.09, 0.0, 0.0, 0.01, 0.08, 0.1, 0.1, 0.0, 0.08, 0.02, 0.1, 0.09, 0.02, 0.0]","[10, 7, 2, 8, 0, 1, 0, 0, 3, 9, 0, 1, 8, 10, 10, 8, 2, 10, 9, 2]","[0.1, 0.07, 0.02, 0.08, 0.0, 0.01, 0.0, 0.0, 0.03, 0.09, 0.0, 0.01, 0.08, 0.1, 0.1, 0.08, 0.02, 0.1, 0.09, 0.02]","[0.27027 0.18919 0.05405 0.21622 0.02703 0.      0.      0.      0.02703
 0.21622]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 1]","[2, 5, 1, 2, 0, 0, 0, 0, 1, 9, 0, 1, 2, 6, 1, 7, 2, 1, 0, 0, 1, 2, 6, 1, 0]","[0.04, 0.1, 0.02, 0.04, 0.0, 0.0, 0.0, 0.0, 0.02, 0.18, 0.0, 0.02, 0.04, 0.12, 0.02, 0.14, 0.04, 0.02, 0.0, 0.0, 0.02, 0.04, 0.12, 0.02, 0.0]","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)"
"[(3, 0, 1, 2, 4), (0, 1, 3, 2, 4), (2, 3, 1, 0, 4), (3, 0, 2, 1, 4), (3, 2, 1, 4, 0), (3, 0, 2, 1, 4), (3, 1, 4, 0, 2), (3, 0, 2, 4, 1), (3, 0, 2, 1, 4), (3, 0, 2, 1, 4)]","(1, 0, 1, 1, 0)",0,"[0, 7, 8, 1, 8, 3, 0, 3, 1, 9, 2, 7, 0, 1, 9, 9, 9, 9, 0, 10, 2, 1, 1, 0, 0]","[0.0, 0.07, 0.08, 0.01, 0.08, 0.03, 0.0, 0.03, 0.01, 0.09, 0.02, 0.07, 0.0, 0.01, 0.09, 0.09, 0.09, 0.09, 0.0, 0.1, 0.02, 0.01, 0.01, 0.0, 0.0]","[7, 8, 1, 8, 3, 3, 1, 9, 2, 7, 1, 9, 9, 9, 9, 10, 2, 1, 1, 0]","[0.07, 0.08, 0.01, 0.08, 0.03, 0.03, 0.01, 0.09, 0.02, 0.07, 0.01, 0.09, 0.09, 0.09, 0.09, 0.1, 0.02, 0.01, 0.01, 0.0]","[0.12281 0.14035 0.01754 0.14035 0.05263 0.01754 0.15789 0.01754 0.15789
 0.17544]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 1, 0, 1, 1]","[1, 6, 0, 2, 1, 0, 2, 3, 4, 1, 1, 1, 5, 2, 1, 8, 1, 1, 0, 0, 0, 0, 1, 2, 7]","[0.02, 0.12, 0.0, 0.04, 0.02, 0.0, 0.04, 0.06, 0.08, 0.02, 0.02, 0.02, 0.1, 0.04, 0.02, 0.16, 0.02, 0.02, 0.0, 0.0, 0.0, 0.0, 0.02, 0.04, 0.14]","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 0, 1, 0)","(0, 1, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 1, 1, 1, 0)"
"[(1, 0, 4, 2, 3), (1, 4, 3, 2, 0), (3, 1, 4, 2, 0), (1, 3, 4, 0, 2), (1, 2, 4, 3, 0), (3, 1, 4, 2, 0), (1, 4, 3, 0, 2), (3, 4, 0, 2, 1), (2, 4, 0, 1, 3), (1, 4, 3, 2, 0)]","(0, 1, 0, 1, 1)",0,"[0, 2, 4, 2, 1, 8, 0, 8, 7, 8, 6, 2, 0, 3, 2, 8, 3, 7, 0, 4, 9, 2, 8, 6, 0]","[0.0, 0.02, 0.04, 0.02, 0.01, 0.08, 0.0, 0.08, 0.07, 0.08, 0.06, 0.02, 0.0, 0.03, 0.02, 0.08, 0.03, 0.07, 0.0, 0.04, 0.09, 0.02, 0.08, 0.06, 0.0]","[2, 4, 2, 1, 8, 8, 7, 8, 6, 2, 3, 2, 8, 3, 7, 4, 9, 2, 8, 6]","[0.02, 0.04, 0.02, 0.01, 0.08, 0.08, 0.07, 0.08, 0.06, 0.02, 0.03, 0.02, 0.08, 0.03, 0.07, 0.04, 0.09, 0.02, 0.08, 0.06]","[0.04878 0.09756 0.04878 0.02439 0.19512 0.17073 0.19512 0.07317 0.04878
 0.09756]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 1, 2, 2, 5, 6, 2, 0, 1, 1, 1, 1, 0, 6, 2, 3, 1, 3, 1, 2, 0, 5, 5, 0, 0]","[0.0, 0.02, 0.04, 0.04, 0.1, 0.12, 0.04, 0.0, 0.02, 0.02, 0.02, 0.02, 0.0, 0.12, 0.04, 0.06, 0.02, 0.06, 0.02, 0.04, 0.0, 0.1, 0.1, 0.0, 0.0]","(0, 1, 0, 1, 1)","(0, 1, 1, 1, 0)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)","(0, 1, 0, 1, 1)","(1, 1, 0, 0, 1)","(1, 1, 0, 0, 1)"
"[(1, 0, 2, 4, 3), (0, 3, 4, 2, 1), (1, 4, 3, 0, 2), (0, 3, 4, 1, 2), (0, 2, 3, 4, 1), (4, 0, 3, 2, 1), (0, 1, 4, 3, 2), (2, 4, 3, 0, 1), (1, 3, 4, 0, 2), (0, 4, 1, 2, 3)]","(1, 1, 0, 0, 1)",0,"[0, 7, 9, 7, 6, 3, 0, 6, 5, 4, 1, 4, 0, 4, 3, 3, 5, 6, 0, 4, 4, 6, 7, 6, 0]","[0.0, 0.07, 0.09, 0.07, 0.06, 0.03, 0.0, 0.06, 0.05, 0.04, 0.01, 0.04, 0.0, 0.04, 0.03, 0.03, 0.05, 0.06, 0.0, 0.04, 0.04, 0.06, 0.07, 0.06, 0.0]","[7, 9, 7, 6, 3, 6, 5, 4, 1, 4, 4, 3, 3, 5, 6, 4, 4, 6, 7, 6]","[0.07, 0.09, 0.07, 0.06, 0.03, 0.06, 0.05, 0.04, 0.01, 0.04, 0.04, 0.03, 0.03, 0.05, 0.06, 0.04, 0.04, 0.06, 0.07, 0.06]","[0.12727 0.16364 0.12727 0.10909 0.10909 0.09091 0.07273 0.07273 0.05455
 0.07273]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[5, 2, 0, 3, 0, 3, 1, 1, 1, 4, 1, 1, 1, 3, 4, 0, 3, 4, 1, 2, 1, 3, 4, 2, 0]","[0.1, 0.04, 0.0, 0.06, 0.0, 0.06, 0.02, 0.02, 0.02, 0.08, 0.02, 0.02, 0.02, 0.06, 0.08, 0.0, 0.06, 0.08, 0.02, 0.04, 0.02, 0.06, 0.08, 0.04, 0.0]","(1, 1, 0, 0, 1)","(1, 1, 1, 0, 0)","(1, 1, 0, 0, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)"
"[(2, 4, 3, 0, 1), (2, 4, 3, 0, 1), (2, 4, 3, 0, 1), (2, 4, 3, 0, 1), (2, 3, 4, 0, 1), (2, 4, 3, 0, 1), (2, 4, 3, 0, 1), (2, 4, 3, 0, 1), (2, 4, 3, 0, 1), (2, 4, 3, 0, 1)]","(0, 0, 1, 1, 1)",0,"[0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 10, 10, 10, 10, 0, 0, 1, 10, 10, 0, 9, 0]","[0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.0, 0.1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.01, 0.1, 0.1, 0.0, 0.09, 0.0]","[10, 0, 0, 0, 0, 0, 0, 0, 10, 10, 10, 10, 10, 10, 0, 1, 10, 10, 0, 9]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.0, 0.01, 0.1, 0.1, 0.0, 0.09]","[0.32258 0.      0.      0.      0.      0.      0.      0.32258 0.32258
 0.03226]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 10, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 1, 9, 0, 0, 0, 9, 1, 0, 0]","[0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.18, 0.0, 0.0, 0.0, 0.18, 0.02, 0.0, 0.0]","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)"
"[(1, 3, 0, 4, 2), (1, 3, 0, 4, 2), (1, 3, 4, 0, 2), (1, 3, 4, 0, 2), (1, 0, 3, 4, 2), (1, 3, 0, 4, 2), (1, 3, 0, 4, 2), (1, 3, 0, 4, 2), (1, 3, 4, 0, 2), (1, 3, 0, 4, 2)]","(1, 1, 0, 1, 0)",0,"[0, 0, 10, 1, 7, 10, 0, 10, 10, 10, 0, 0, 0, 0, 0, 9, 0, 10, 0, 10, 3, 0, 10, 0, 0]","[0.0, 0.0, 0.1, 0.01, 0.07, 0.1, 0.0, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09, 0.0, 0.1, 0.0, 0.1, 0.03, 0.0, 0.1, 0.0, 0.0]","[0, 10, 1, 7, 10, 10, 10, 10, 0, 0, 0, 0, 9, 0, 10, 10, 3, 0, 10, 0]","[0.0, 0.1, 0.01, 0.07, 0.1, 0.1, 0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.09, 0.0, 0.1, 0.1, 0.03, 0.0, 0.1, 0.0]","[0.      0.17241 0.01724 0.12069 0.17241 0.17241 0.17241 0.      0.
 0.17241]","[0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 1]","[0, 1, 6, 3, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 9, 1, 0, 0, 0, 0, 3, 7, 0]","[0.0, 0.02, 0.12, 0.06, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.18, 0.02, 0.0, 0.0, 0.0, 0.0, 0.06, 0.14, 0.0]","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 1, 0, 1, 1)"
"[(2, 1, 3, 4, 0), (2, 0, 4, 1, 3), (0, 4, 2, 1, 3), (2, 0, 3, 4, 1), (2, 0, 4, 1, 3), (4, 0, 2, 3, 1), (0, 4, 1, 2, 3), (3, 2, 0, 4, 1), (0, 1, 2, 4, 3), (0, 1, 2, 3, 4)]","(1, 0, 1, 0, 1)",0,"[0, 9, 5, 8, 8, 1, 0, 3, 7, 3, 5, 7, 0, 9, 7, 2, 3, 1, 0, 4, 2, 7, 3, 6, 0]","[0.0, 0.09, 0.05, 0.08, 0.08, 0.01, 0.0, 0.03, 0.07, 0.03, 0.05, 0.07, 0.0, 0.09, 0.07, 0.02, 0.03, 0.01, 0.0, 0.04, 0.02, 0.07, 0.03, 0.06, 0.0]","[9, 5, 8, 8, 1, 3, 7, 3, 5, 7, 9, 7, 2, 3, 1, 4, 2, 7, 3, 6]","[0.09, 0.05, 0.08, 0.08, 0.01, 0.03, 0.07, 0.03, 0.05, 0.07, 0.09, 0.07, 0.02, 0.03, 0.01, 0.04, 0.02, 0.07, 0.03, 0.06]","[0.14286 0.07937 0.12698 0.12698 0.04762 0.11111 0.04762 0.14286 0.11111
 0.06349]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[4, 4, 1, 0, 1, 0, 3, 1, 3, 3, 4, 1, 4, 1, 0, 1, 0, 2, 2, 5, 1, 2, 2, 4, 1]","[0.08, 0.08, 0.02, 0.0, 0.02, 0.0, 0.06, 0.02, 0.06, 0.06, 0.08, 0.02, 0.08, 0.02, 0.0, 0.02, 0.0, 0.04, 0.04, 0.1, 0.02, 0.04, 0.04, 0.08, 0.02]","(1, 0, 1, 0, 1)","(1, 0, 1, 1, 0)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)"
